Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
HHS_HCC226,7.706,7.461,7.433,7.349,7.351
HHS_HCC228,4.015,3.856,3.784,3.662,3.646
HHS_HCC234,4.454,4.299,4.273,4.209,4.208
HHS_HCC251,18.843,18.873,18.85,18.846,18.843
HHS_HCC253,5.485,5.366,5.341,5.287,5.284
HHS_HCC254,0.862,0.766,0.731,0.669,0.663
MAGE_LAST_21_24,0.196,0.136,0.096,0.068,0.063
MAGE_LAST_25_29,0.208,0.144,0.1,0.07,0.064
MAGE_LAST_30_34,0.24,0.171,0.122,0.086,0.079
MAGE_LAST_35_39,0.258,0.185,0.131,0.091,0.083
MAGE_LAST_40_44,0.288,0.21,0.152,0.107,0.098
MAGE_LAST_45_49,0.322,0.241,0.179,0.131,0.122
MAGE_LAST_50_54,0.381,0.293,0.225,0.171,0.16
MAGE_LAST_55_59,0.423,0.328,0.255,0.196,0.185
MAGE_LAST_60_GT,0.466,0.363,0.283,0.217,0.204
RXC_01,5.08,4.59,4.301,3.855,3.786
RXC_01_x_HCC001,2.337,2.374,2.65,2.96,3.04
RXC_02,8.273,7.797,7.762,7.644,7.662
RXC_02_x_HCC037_1_036_035_2_035_1_034,-0.54,-0.48,-0.432,-0.378,-0.371
RXC_03,0.07,0.063,0.056,0.046,0.046
RXC_03_x_HCC142,0,0,0,0,0
RXC_04,0.92,1.051,0.885,1.053,1.217
RXC_04_x_HCC184_183_187_188,0,0,0,0,0
RXC_05,1.213,1.149,1.062,0.957,0.932
RXC_05_x_HCC048_041,-0.868,-0.83,-0.781,-0.706,-0.69
RXC_06,1.345,1.183,1.021,0.86,0.827
RXC_06_x_HCC018_019_020_021,0.398,0.43,0.501,0.497,0.503
RXC_07,0.862,0.761,0.637,0.457,0.417
RXC_07_x_HCC018_019_020_021,-0.224,-0.181,-0.141,-0.101,-0.093
RXC_08,14.243,13.511,13.322,12.953,12.903
RXC_08_x_HCC118,-0.686,-0.368,-0.134,0.196,0.274
RXC_09,11.92,11.394,11.363,11.214,11.227
RXC_09_x_HCC048_041,-0.104,-0.015,0.05,0.151,0.171
RXC_09_x_HCC056,-1.22,-1.126,-1.067,-0.987,-0.974
RXC_09_x_HCC056_057_and_048_041,0.441,0.5,0.552,0.628,0.644
RXC_09_x_HCC057,-0.361,-0.295,-0.22,-0.124,-0.104
RXC_10,20.797,20.324,20.299,20.17,20.18
RXC_10_x_HCC159_158,42.842,42.9,42.986,43.095,43.118
SEVERE_1_HCC,-5.771,-5.833,-5.891,-5.973,-5.986
SEVERE_10_HCC,6.494,7.367,7.904,8.706,8.837
SEVERE_2_HCC,-5.615,-5.693,-5.729,-5.792,-5.798
SEVERE_3_HCC,-4.802,-4.863,-4.817,-4.79,-4.774
SEVERE_4_HCC,-4.155,-4.159,-4.03,-3.889,-3.848
SEVERE_5_HCC,-3.519,-3.451,-3.251,-3.011,-2.952
SEVERE_6_HCC,-3.161,-2.997,-2.734,-2.401,-2.328
SEVERE_7_HCC,-2.535,-2.249,-1.923,-1.504,-1.419
SEVERE_8_HCC,-2.261,-1.896,-1.537,-1.036,-0.942
SEVERE_9_HCC,-0.347,0.162,0.579,1.162,1.267
TRANSPLANT_4_HCC,3.479,3.363,3.296,3.168,3.138
TRANSPLANT_5_HCC,6.565,6.435,6.38,6.259,6.233
TRANSPLANT_6_HCC,10.72,10.578,10.529,10.408,10.38
TRANSPLANT_7_HCC,14.798,14.641,14.59,14.473,14.448
TRANSPLANT_8_HCC,30.301,30.241,30.218,30.135,30.11
