Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
HHS_HCC002,7.045,6.891,6.847,6.864,6.867
HHS_HCC003,5.927,5.857,5.833,5.835,5.835
HHS_HCC004,5.072,4.918,4.82,4.718,4.716
HHS_HCC006,6.319,6.275,6.237,6.187,6.185
HHS_HCC008,22.979,22.56,22.379,22.335,22.336
HHS_HCC009,13.282,12.979,12.825,12.743,12.742
HHS_HCC010,5.575,5.376,5.248,5.144,5.141
HHS_HCC011,3.845,3.648,3.517,3.409,3.405
HHS_HCC012,2.604,2.457,2.35,2.254,2.251
HHS_HCC013,1.132,1.017,0.903,0.78,0.775
HHS_HCC018,2.006,1.955,1.933,1.932,1.933
HHS_HCC019,0,0,0,0,0
HHS_HCC020,0,0,0,0,0
HHS_HCC021,0,0,0,0,0
HHS_HCC022,0.384,0.35,0.319,0.257,0.255
HHS_HCC023,10.719,10.711,10.746,10.828,10.831
HHS_HCC026,0,0,0,0,0
HHS_HCC027,0,0,0,0,0
HHS_HCC029,7.748,7.653,7.595,7.554,7.553
HHS_HCC030,1.789,1.713,1.648,1.584,1.582
HHS_HCC034,9.695,9.633,9.608,9.605,9.604
HHS_HCC035_1,9.532,9.48,9.468,9.49,9.489
HHS_HCC035_2,3.107,2.965,2.901,2.873,2.872
HHS_HCC036,1.038,0.951,0.885,0.819,0.816
HHS_HCC037_1,0.871,0.785,0.717,0.653,0.651
HHS_HCC037_2,0.871,0.785,0.717,0.653,0.651
HHS_HCC041,33.66,33.619,33.587,33.545,33.545
HHS_HCC042,8.835,8.653,8.577,8.561,8.562
HHS_HCC045,5.241,5.066,4.982,4.928,4.927
HHS_HCC046,3.546,3.407,3.355,3.341,3.342
HHS_HCC047,3.034,2.855,2.755,2.665,2.664
HHS_HCC048,0.532,0.444,0.356,0.249,0.245
HHS_HCC054,9.981,9.883,9.868,9.923,9.925
HHS_HCC055,5.231,5.08,5.019,5.016,5.016
HHS_HCC056,1.372,1.265,1.169,1.076,1.072
HHS_HCC057,0.658,0.562,0.458,0.335,0.33
HHS_HCC061,0,0,0,0,0
HHS_HCC062,0,0,0,0,0
HHS_HCC063,1.904,1.78,1.69,1.604,1.601
HHS_HCC066,70.009,69.723,69.594,69.568,69.568
HHS_HCC067,0,0,0,0,0
HHS_HCC068,0,0,0,0,0
HHS_HCC069,0,0,0,0,0
HHS_HCC070,0,0,0,0,0
HHS_HCC071,0,0,0,0,0
HHS_HCC073,0,0,0,0,0
HHS_HCC074,0,0,0,0,0
HHS_HCC075,2.606,2.537,2.486,2.442,2.441
HHS_HCC081,0,0,0,0,0
HHS_HCC082,0,0,0,0,0
HHS_HCC083,0,0,0,0,0
HHS_HCC084,0,0,0,0,0
HHS_HCC087_1,2.622,2.445,2.323,2.206,2.202
HHS_HCC087_2,2.622,2.445,2.323,2.206,2.202
HHS_HCC088,1.379,1.249,1.132,1.003,0.999
HHS_HCC090,1.072,0.962,0.846,0.717,0.712
HHS_HCC094,2.437,2.303,2.202,2.109,2.106
HHS_HCC096,6.816,6.773,6.748,6.715,6.715
HHS_HCC097,1.448,1.371,1.307,1.243,1.241
HHS_HCC102,1.236,1.128,1.016,0.899,0.895
HHS_HCC103,1.072,0.962,0.846,0.717,0.712
HHS_HCC106,0,0,0,0,0
HHS_HCC107,0,0,0,0,0
HHS_HCC108,0,0,0,0,0
HHS_HCC109,0,0,0,0,0
HHS_HCC110,5.342,5.158,5.057,4.987,4.984
HHS_HCC111,3.336,3.164,3.042,2.918,2.913
HHS_HCC112,1.238,1.07,0.963,0.872,0.87
HHS_HCC113,0.79,0.708,0.633,0.547,0.544
HHS_HCC114,1.374,1.273,1.197,1.12,1.117
HHS_HCC115,5.075,4.987,4.942,4.916,4.916
HHS_HCC117,0,0,0,0,0
HHS_HCC118,2.962,2.806,2.695,2.592,2.589
HHS_HCC119,0,0,0,0,0
HHS_HCC120,1.068,0.955,0.861,0.763,0.759
HHS_HCC121,8.307,8.209,8.151,8.116,8.116
HHS_HCC122,7.874,7.753,7.697,7.679,7.679
HHS_HCC123,5.839,5.684,5.563,5.448,5.444
HHS_HCC125,21.892,21.866,21.9,21.994,21.997
HHS_HCC126,0,0,0,0,0
HHS_HCC127,0,0,0,0,0
HHS_HCC128,0,0,0,0,0
HHS_HCC129,0,0,0,0,0
HHS_HCC130,2.449,2.372,2.329,2.303,2.303
HHS_HCC131,6.445,6.227,6.15,6.16,6.163
HHS_HCC132,4.805,4.59,4.495,4.441,4.441
HHS_HCC135,5.74,5.651,5.598,5.557,5.557
HHS_HCC137,0,0,0,0,0
HHS_HCC138,0,0,0,0,0
HHS_HCC139,0,0,0,0,0
HHS_HCC142,2.265,2.157,2.07,1.983,1.983
HHS_HCC145,6.694,6.498,6.395,6.327,6.327
HHS_HCC146,1.586,1.484,1.427,1.373,1.372
HHS_HCC149,2.546,2.415,2.323,2.233,2.23
HHS_HCC150,4.176,4.091,4.072,4.095,4.097
HHS_HCC151,2.985,2.887,2.823,2.764,2.762
HHS_HCC153,8.71,8.634,8.643,8.727,8.731
HHS_HCC154,6.654,6.542,6.492,6.474,6.474
HHS_HCC156,3.51,3.396,3.316,3.234,3.232
HHS_HCC158,22.123,22.027,22.002,22.028,22.028
HHS_HCC159,4.872,4.653,4.513,4.41,4.407
HHS_HCC160,0,0,0,0,0
HHS_HCC161_1,0,0,0,0,0
HHS_HCC161_2,0,0,0,0,0
HHS_HCC162,1.934,1.853,1.793,1.729,1.727
HHS_HCC163,6.528,6.521,6.538,6.58,6.581
HHS_HCC174,1.57,1.44,1.327,1.197,1.193
HHS_HCC183,6.028,5.868,5.765,5.671,5.673
HHS_HCC184,23.533,23.284,23.237,23.356,23.397
HHS_HCC187,0,0,0,0,0
HHS_HCC188,0,0,0,0,0
HHS_HCC203,2.088,1.879,1.688,1.43,1.421
HHS_HCC204,0,0,0,0,0
HHS_HCC205,0,0,0,0,0
HHS_HCC207,0,0,0,0,0
HHS_HCC208,0,0,0,0,0
HHS_HCC209,2.881,2.65,2.411,1.973,1.956
HHS_HCC210,1.24,1.074,0.871,0.634,0.623
HHS_HCC211,0.834,0.699,0.523,0.348,0.34
HHS_HCC212,0.365,0.274,0.172,0.103,0.1
HHS_HCC217,1.879,1.795,1.748,1.715,1.715
HHS_HCC218,18.976,18.728,18.594,18.523,18.52
HHS_HCC219,2.884,2.767,2.683,2.612,2.609
HHS_HCC223,15.439,15.331,15.26,15.212,15.21
HHS_HCC226,8.537,8.317,8.23,8.224,8.225
HHS_HCC228,4.959,4.798,4.692,4.599,4.596
HHS_HCC234,5.447,5.311,5.258,5.255,5.256
HHS_HCC251,25.813,25.812,25.822,25.845,25.846
HHS_HCC253,7.305,7.24,7.229,7.258,7.259
HHS_HCC254,1.987,1.884,1.83,1.795,1.795
INT_GROUP_H,6.236,6.388,6.514,6.663,6.667
MAGE_LAST_21_24,0.128,0.086,0.049,0.02,0.019
MAGE_LAST_25_29,0.128,0.086,0.049,0.019,0.017
MAGE_LAST_30_34,0.159,0.109,0.065,0.029,0.027
MAGE_LAST_35_39,0.187,0.129,0.077,0.034,0.033
MAGE_LAST_40_44,0.222,0.157,0.099,0.051,0.049
MAGE_LAST_45_49,0.251,0.181,0.117,0.062,0.06
MAGE_LAST_50_54,0.333,0.253,0.181,0.119,0.117
MAGE_LAST_55_59,0.372,0.283,0.204,0.135,0.132
MAGE_LAST_60_GT,0.418,0.32,0.232,0.155,0.152
RXC_01,8.719,8.138,7.742,7.323,7.313
RXC_01_x_HCC001,2.213,2.397,2.671,3.133,3.148
RXC_02,6.743,6.306,6.111,6.038,6.042
RXC_02_x_HCC037_1_036_035_2_035_1_034,-0.658,-0.55,-0.444,-0.312,-0.308
RXC_03,0.113,0.103,0.1,0.067,0.049
RXC_03_x_HCC142,0,0,0,0,0
RXC_04,2.045,2.052,2.043,1.988,1.911
RXC_04_x_HCC184_183_187_188,0,0,0,0,0
RXC_05,1.805,1.67,1.528,1.322,1.314
RXC_05_x_HCC048_041,-0.374,-0.313,-0.248,-0.17,-0.167
RXC_06,1.626,1.437,1.238,1.043,1.035
RXC_06_x_HCC018_019_020_021,0.214,0.281,0.371,0.402,0.404
RXC_07,0.785,0.676,0.555,0.397,0.391
RXC_07_x_HCC018_019_020_021,-0.427,-0.36,-0.299,-0.243,-0.24
RXC_08,23.781,22.923,22.485,22.214,22.215
RXC_08_x_HCC118,-0.256,0.207,0.55,0.938,0.944
RXC_09,17.156,16.64,16.445,16.445,16.448
RXC_09_x_HCC048_041,-0.25,-0.202,-0.156,-0.098,-0.096
RXC_09_x_HCC056,-1.372,-1.265,-1.169,-1.076,-1.072
RXC_09_x_HCC056_057_and_048_041,0.859,0.989,1.098,1.229,1.234
RXC_09_x_HCC057,-0.658,-0.562,-0.458,-0.335,-0.33
RXC_10,17.919,17.605,17.496,17.496,17.499
RXC_10_x_HCC159_158,47.572,47.627,47.694,47.819,47.822
