Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
HHS_HCC253,6.278,6.141,6.079,6.051,6.051
HHS_HCC254,1.275,1.144,1.078,1.03,1.028
MAGE_LAST_21_24,0.189,0.121,0.08,0.052,0.051
MAGE_LAST_25_29,0.192,0.12,0.078,0.049,0.047
MAGE_LAST_30_34,0.223,0.145,0.097,0.062,0.061
MAGE_LAST_35_39,0.244,0.159,0.105,0.065,0.064
MAGE_LAST_40_44,0.28,0.189,0.129,0.083,0.082
MAGE_LAST_45_49,0.309,0.211,0.147,0.097,0.095
MAGE_LAST_50_54,0.391,0.284,0.213,0.157,0.155
MAGE_LAST_55_59,0.441,0.325,0.246,0.185,0.183
MAGE_LAST_60_GT,0.493,0.366,0.279,0.211,0.209
RXC_01,5.647,5.055,4.669,4.306,4.296
RXC_01_x_HCC001,2.048,2.149,2.376,2.748,2.761
RXC_02,8.662,8.116,7.936,7.952,7.956
RXC_02_x_HCC037_1_036_035_2_035_1_034,-0.528,-0.451,-0.389,-0.324,-0.322
RXC_03,0.091,0.083,0.075,0.058,0.035
RXC_03_x_HCC142,0,0,0,0,0
RXC_04,1.008,1.204,1.125,1.295,1.411
RXC_04_x_HCC184_183_187_188,0,0,0,0,0
RXC_05,1.467,1.314,1.155,0.93,0.92
RXC_05_x_HCC048_041,-0.469,-0.365,-0.266,-0.146,-0.142
RXC_06,1.429,1.215,1.022,0.841,0.834
RXC_06_x_HCC018_019_020_021,0.434,0.492,0.567,0.578,0.58
RXC_07,0.789,0.673,0.549,0.375,0.369
RXC_07_x_HCC018_019_020_021,-0.295,-0.237,-0.189,-0.146,-0.144
RXC_08,16.266,15.334,14.88,14.547,14.531
RXC_08_x_HCC118,0.947,1.38,1.709,2.146,2.168
RXC_09,12.396,11.784,11.558,11.525,11.527
RXC_09_x_HCC048_041,2.454,2.573,2.695,2.872,2.877
RXC_09_x_HCC056,-1.073,-0.964,-0.876,-0.795,-0.792
RXC_09_x_HCC056_057_and_048_041,0.287,0.347,0.387,0.425,0.426
RXC_09_x_HCC057,-0.467,-0.376,-0.28,-0.173,-0.168
RXC_10,15.054,14.632,14.479,14.44,14.44
RXC_10_x_HCC159_158,41.353,41.406,41.472,41.618,41.623
SEVERE_1_HCC,-6.481,-6.531,-6.579,-6.647,-6.649
SEVERE_10_HCC,8.825,9.947,10.723,11.493,11.519
SEVERE_2_HCC,-5.98,-6.064,-6.1,-6.138,-6.138
SEVERE_3_HCC,-4.874,-4.919,-4.88,-4.8,-4.797
SEVERE_4_HCC,-4.038,-4.01,-3.884,-3.675,-3.667
SEVERE_5_HCC,-3.255,-3.127,-2.917,-2.6,-2.589
SEVERE_6_HCC,-2.821,-2.566,-2.271,-1.865,-1.85
SEVERE_7_HCC,-2.043,-1.611,-1.209,-0.711,-0.695
SEVERE_8_HCC,-1.976,-1.496,-1.066,-0.544,-0.526
SEVERE_9_HCC,0.766,1.457,2.004,2.616,2.636
TRANSPLANT_4_HCC,4.029,3.981,3.935,3.854,3.847
TRANSPLANT_5_HCC,8.16,8.097,8.057,7.989,7.98
TRANSPLANT_6_HCC,15.312,15.232,15.196,15.14,15.128
TRANSPLANT_7_HCC,18.743,18.632,18.584,18.522,18.511
TRANSPLANT_8_HCC,36.031,36.054,36.081,36.066,36.056
