Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
HHS_HCC063,1.981,1.804,1.695,1.592,1.591
HHS_HCC066,70.482,70.029,69.705,69.715,69.715
HHS_HCC067,0,0,0,0,0
HHS_HCC068,0,0,0,0,0
HHS_HCC069,0,0,0,0,0
HHS_HCC070,0,0,0,0,0
HHS_HCC071,0,0,0,0,0
HHS_HCC073,0,0,0,0,0
HHS_HCC074,0,0,0,0,0
HHS_HCC075,2.676,2.579,2.512,2.462,2.462
HHS_HCC081,0,0,0,0,0
HHS_HCC082,0,0,0,0,0
HHS_HCC083,0,0,0,0,0
HHS_HCC084,0,0,0,0,0
HHS_HCC087_1,2.753,2.495,2.337,2.198,2.197
HHS_HCC087_2,2.753,2.495,2.337,2.198,2.197
HHS_HCC088,1.451,1.269,1.148,0.99,0.988
HHS_HCC090,1.118,0.973,0.868,0.708,0.706
HHS_HCC094,2.535,2.347,2.217,2.111,2.11
HHS_HCC096,6.867,6.798,6.754,6.719,6.719
HHS_HCC097,1.465,1.36,1.291,1.213,1.213
HHS_HCC102,1.233,1.101,1.001,0.855,0.853
HHS_HCC103,1.118,0.973,0.868,0.708,0.706
HHS_HCC106,0,0,0,0,0
HHS_HCC107,0,0,0,0,0
HHS_HCC108,0,0,0,0,0
HHS_HCC109,0,0,0,0,0
HHS_HCC110,5.554,5.29,5.113,5.046,5.045
HHS_HCC111,3.483,3.227,3.066,2.922,2.921
HHS_HCC112,1.228,1.023,0.896,0.793,0.792
HHS_HCC113,0.79,0.669,0.591,0.485,0.484
HHS_HCC114,1.44,1.291,1.195,1.104,1.103
HHS_HCC115,5.206,5.076,4.99,4.968,4.968
HHS_HCC117,0,0,0,0,0
HHS_HCC118,3.067,2.846,2.697,2.581,2.579
HHS_HCC119,0,0,0,0,0
HHS_HCC120,1.127,0.966,0.864,0.743,0.742
HHS_HCC121,8.55,8.413,8.312,8.283,8.283
HHS_HCC122,8.106,7.94,7.82,7.815,7.815
HHS_HCC123,5.493,5.278,5.126,4.993,4.991
HHS_HCC125,22.579,22.543,22.502,22.636,22.637
HHS_HCC126,0,0,0,0,0
HHS_HCC127,0,0,0,0,0
HHS_HCC128,0,0,0,0,0
HHS_HCC129,0,0,0,0,0
HHS_HCC130,2.504,2.392,2.319,2.293,2.294
HHS_HCC131,6.734,6.432,6.229,6.269,6.269
HHS_HCC132,5.072,4.742,4.547,4.501,4.501
HHS_HCC135,5.894,5.76,5.672,5.631,5.631
HHS_HCC137,0,0,0,0,0
HHS_HCC138,0,0,0,0,0
HHS_HCC139,0,0,0,0,0
HHS_HCC142,2.377,2.219,2.113,2.01,2.013
HHS_HCC145,6.968,6.683,6.503,6.435,6.435
HHS_HCC146,1.699,1.539,1.449,1.389,1.388
HHS_HCC149,2.68,2.482,2.357,2.254,2.252
HHS_HCC150,4.341,4.222,4.143,4.185,4.186
HHS_HCC151,3.096,2.952,2.86,2.793,2.793
HHS_HCC153,8.982,8.883,8.804,8.93,8.932
HHS_HCC154,6.871,6.713,6.603,6.596,6.596
HHS_HCC156,3.641,3.471,3.362,3.268,3.267
HHS_HCC158,22.929,22.771,22.66,22.709,22.708
HHS_HCC159,4.51,4.21,4.008,3.895,3.894
HHS_HCC160,0,0,0,0,0
HHS_HCC161_1,0,0,0,0,0
HHS_HCC161_2,0,0,0,0,0
HHS_HCC162,1.959,1.836,1.757,1.683,1.683
HHS_HCC163,6.747,6.743,6.732,6.79,6.79
HHS_HCC174,1.677,1.475,1.353,1.194,1.192
HHS_HCC183,6.265,6.026,5.875,5.769,5.772
HHS_HCC184,24.144,23.811,23.568,23.761,23.793
HHS_HCC187,0,0,0,0,0
HHS_HCC188,0,0,0,0,0
HHS_HCC203,2.255,1.919,1.73,1.409,1.405
HHS_HCC204,0,0,0,0,0
HHS_HCC205,0,0,0,0,0
HHS_HCC207,0,0,0,0,0
HHS_HCC208,0,0,0,0,0
HHS_HCC209,3.124,2.721,2.521,1.996,1.989
HHS_HCC210,1.29,1.071,0.902,0.607,0.603
HHS_HCC211,0.849,0.692,0.55,0.332,0.329
HHS_HCC212,0.35,0.266,0.188,0.099,0.098
HHS_HCC217,1.972,1.849,1.771,1.738,1.737
HHS_HCC218,20.152,19.796,19.554,19.486,19.486
HHS_HCC219,2.998,2.836,2.727,2.645,2.644
HHS_HCC223,15.904,15.755,15.643,15.589,15.588
HHS_HCC226,8.839,8.537,8.33,8.346,8.346
HHS_HCC228,5.124,4.891,4.739,4.633,4.632
HHS_HCC234,5.65,5.457,5.331,5.344,5.345
HHS_HCC251,25.463,25.453,25.438,25.471,25.471
HHS_HCC253,7.551,7.462,7.394,7.445,7.446
HHS_HCC254,2.117,1.967,1.878,1.843,1.842
INT_GROUP_H,6.378,6.609,6.741,6.928,6.93
MAGE_LAST_21_24,0.121,0.083,0.055,0.018,0.017
MAGE_LAST_25_29,0.121,0.083,0.055,0.016,0.016
MAGE_LAST_30_34,0.15,0.104,0.071,0.025,0.024
MAGE_LAST_35_39,0.177,0.123,0.083,0.028,0.028
MAGE_LAST_40_44,0.211,0.15,0.105,0.043,0.042
MAGE_LAST_45_49,0.241,0.173,0.122,0.053,0.052
MAGE_LAST_50_54,0.323,0.244,0.186,0.109,0.108
MAGE_LAST_55_59,0.364,0.275,0.21,0.123,0.122
MAGE_LAST_60_GT,0.41,0.311,0.238,0.141,0.14
RXC_01,8.253,7.44,6.913,6.439,6.435
RXC_01_x_HCC001,1.925,2.174,2.308,2.899,2.906
RXC_02,7.412,6.748,6.336,6.304,6.306
RXC_02_x_HCC037_1_036_035_2_035_1_034,-0.682,-0.506,-0.405,-0.242,-0.241
RXC_03,0.118,0.108,0.105,0.07,0.051
RXC_03_x_HCC142,0,0,0,0,0
RXC_04,1.905,1.914,1.905,1.854,1.788
RXC_04_x_HCC184_183_187_188,0,0,0,0,0
RXC_05,2.277,2.061,1.925,1.685,1.682
RXC_05_x_HCC048_041,-1.115,-1.02,-0.953,-0.887,-0.886
RXC_06,1.678,1.459,1.291,1.038,1.035
RXC_06_x_HCC018_019_020_021,0.314,0.313,0.357,0.407,0.407
RXC_07,0.829,0.679,0.576,0.377,0.375
RXC_07_x_HCC018_019_020_021,-0.443,-0.365,-0.31,-0.24,-0.239
RXC_08,22.24,21.033,20.257,19.972,19.972
RXC_08_x_HCC118,-0.442,0.232,0.619,1.125,1.128
RXC_09,13.852,13.222,12.786,12.825,12.825
RXC_09_x_HCC048_041,-0.178,-0.13,-0.1,-0.052,-0.052
RXC_09_x_HCC056,-0.809,-0.695,-0.614,-0.492,-0.491
RXC_09_x_HCC056_057_and_048_041,0.611,0.74,0.815,0.927,0.928
RXC_09_x_HCC057,-0.682,-0.547,-0.453,-0.308,-0.306
RXC_10,16.999,16.546,16.256,16.295,16.297
RXC_10_x_HCC159_158,43.974,44.07,44.079,44.259,44.259
