Variable,Platinum_Level,Gold_Level,Silver_Level,Bronze_Level,Catastrophic_Level
FAGE_LAST_10_14,0.193000003695488,0.150000005960464,0.0989999994635582,0.0610000006854534,0.0549999997019768
FAGE_LAST_15_20,0.308999985456467,0.248999997973442,0.177000001072884,0.111000001430511,0.100000001490116
FAGE_LAST_2_4,0.164000004529953,0.114000000059605,0.0579999983310699,0.0179999992251396,0.0109999999403954
FAGE_LAST_5_9,0.114000000059605,0.0780000016093254,0.0370000004768372,0.00700000021606684,0.00400000018998981
G01,2.38599991798401,2.09100008010864,1.91799998283386,1.67700004577637,1.63199996948242
G02,7.71400022506714,7.47800016403198,7.30600023269653,7.26100015640259,7.25500011444092
G03,4.11499977111816,3.91199994087219,3.76699995994568,3.69799995422363,3.68799996376038
G04,1.48099994659424,1.37100005149841,1.27999997138977,1.20000004768372,1.18599998950958
G06,13.9910001754761,13.8549995422363,13.7650003433228,13.7430000305176,13.7399997711182
G07,6.89799976348877,6.66300010681152,6.5,6.41499996185303,6.40100002288818
G08,6.03000020980835,5.8769998550415,5.77199983596802,5.70900011062622,5.69799995422363
G09,5.45800018310547,5.22499990463257,5.07800006866455,5.01100015640259,5.0019998550415
G10,12.1319999694824,12.0570001602173,12.0139999389648,12.0729999542236,12.085000038147
G11,11.1440000534058,11.0170001983643,10.9350004196167,10.9449996948242,10.9490003585815
G12,2.89199995994568,2.72099995613098,2.61100006103516,2.52699995040894,2.51300001144409
G13,10.996000289917,10.798999786377,10.6850004196167,10.6730003356934,10.673999786377
G14,21.8190002441406,21.6580009460449,21.5580005645752,21.5639991760254,21.5669994354248
G15,0.39300000667572,0.330000013113022,0.246999993920326,0.156000003218651,0.140000000596046
G16,2.48499989509583,2.34999990463257,2.24900007247925,2.14100003242493,2.12199997901917
G17,1.04900002479553,0.894999980926514,0.769999980926514,0.574999988079071,0.533999979496002
G18,2.95799994468689,2.55699992179871,2.36199998855591,2.14599990844727,2.125
HHS_HCC001,4.85400009155273,4.44500017166138,4.17700004577637,4.07100009918213,4.05600023269653
HHS_HCC002,13.7329998016357,13.5769996643066,13.4879999160767,13.4989995956421,13.5050001144409
HHS_HCC003,8.61299991607666,8.45100021362305,8.34700012207031,8.34799957275391,8.34899997711182
HHS_HCC004,3.09999990463257,2.90799999237061,2.79299998283386,2.68199992179871,2.66499996185303
HHS_HCC006,17.2970008850098,17.238000869751,17.1979999542236,17.1879997253418,17.1849994659424
HHS_HCC008,30.7800006866455,30.5629997253418,30.4020004272461,30.3910007476807,30.3910007476807
HHS_HCC009,10.5909996032715,10.3549995422363,10.1829996109009,10.1099996566772,10.0979995727539
HHS_HCC010,8.41699981689453,8.18599987030029,8.02000045776367,7.92399978637695,7.90700006484985
HHS_HCC011,3.13499999046326,2.95499992370605,2.82200002670288,2.71000003814697,2.68899989128113
HHS_HCC012,2.88499999046326,2.71700000762939,2.59200000762939,2.48399996757507,2.46300005912781
HHS_HCC013,1.375,1.24100005626678,1.13300001621246,1.01900005340576,0.998000025749207
HHS_HCC018,21.8190002441406,21.6580009460449,21.5580005645752,21.5639991760254,21.5669994354248
HHS_HCC019,0,0,0,0,0
HHS_HCC020,0,0,0,0,0
HHS_HCC021,0,0,0,0,0
HHS_HCC023,11.9060001373291,11.8240003585815,11.7650003433228,11.7919998168945,11.7980003356934
HHS_HCC026,0,0,0,0,0
HHS_HCC027,0,0,0,0,0
HHS_HCC028,0,0,0,0,0
HHS_HCC029,0,0,0,0,0
HHS_HCC030,0,0,0,0,0
HHS_HCC034,21.8190002441406,21.6580009460449,21.5580005645752,21.5639991760254,21.5669994354248
HHS_HCC035,11.2729997634888,11.1219997406006,11.0369997024536,11.0299997329712,11.0319995880127
HHS_HCC036,7.34499979019165,7.21700000762939,7.1269998550415,7.08599996566772,7.07999992370605
HHS_HCC037_1,4.89599990844727,4.75299978256226,4.64400005340576,4.60200023651123,4.59800004959106
HHS_HCC037_2,1.88900005817413,1.76999998092651,1.67299997806549,1.59300005435944,1.58000004291534
HHS_HCC038,11.206000328064,11.0629997253418,10.9680004119873,10.9580001831055,10.9610004425049
HHS_HCC041,21.8190002441406,21.6580009460449,21.5580005645752,21.5639991760254,21.5669994354248
HHS_HCC042,11.9209995269775,11.6260004043579,11.4289999008179,11.4250001907349,11.4289999008179
HHS_HCC045,4.45699977874756,4.25600004196167,4.11499977111816,4.02400016784668,4.00899982452393
HHS_HCC046,10.3190002441406,10.1059999465942,9.97500038146973,9.9680004119873,9.9709997177124
HHS_HCC047,2.06500005722046,1.95099997520447,1.86199998855591,1.76800000667572,1.75
HHS_HCC048,6.24399995803833,5.89799976348877,5.66599988937378,5.55800008773804,5.53999996185303
HHS_HCC054,0,0,0,0,0
HHS_HCC055,0,0,0,0,0
HHS_HCC056,3.84299993515015,3.62599992752075,3.46000003814697,3.36400008201599,3.34899997711182
